price_text,title,location,location_info,description,details_url,contact_info,search_url,scraped_at
"179 000 €350 093,57 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Белите брези","град София, Белите брези
56 кв.м","6-ти ет., ТЕЦ, UnitedArts Real Estate предлага на Вашето внимание двустаен апартамент в тухлена сграда на границата ...",https://www.imoti.com/obiava/22699838/prodava-2-staen-grad-sofiya-belite-brezi,00359882211412,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.231034
"238 000 €465 487,54 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Белите брези","град София, Белите брези
71 кв.м","Продавам голям, непреходен, обзаведен двустаен апартамент в гр. София, кв.'Белите брези', ул.'Нишава ...",https://www.imoti.com/obiava/61117075/prodava-2-staen-grad-sofiya-belite-brezi,0878 866 508,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.231435
"165 000 €322 711,95 лв.Цената е с включено ДДС",Продава  2-стаен,"град София, Борово","град София, Борово
65 кв.м","1-ви ет., ТЕЦ, 🏡 Агенция Би Пи Си предлага   2-стаен апартамент, София, кв. Борово- Предимства ✅:   Ф ...",https://www.imoti.com/obiava/46176942/prodava-2-staen-grad-sofiya-borovo,0899898979,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.231829
"179 999 €352 047,44 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Борово","град София, Борово
65 кв.м","6-ти ет., ТЕЦ, СВОБОДНО ПАРКИРАНЕ !!! СРЕЩУ ХЕПИ !!! ЗА РЕМОНТПредставяме ви имот, разположен в една от най-цененит ...",https://www.imoti.com/obiava/42941707/prodava-2-staen-grad-sofiya-borovo,0875 363 330,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.232205
"179 999 €352 047,44 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Борово","град София, Борово
60 кв.м","6-ти ет., ТЕЦ, Титан Пропъртис - офис бул. България има удоволствието да Ви представи двустаен апартамент в ж.к. Бо ...",https://www.imoti.com/obiava/15619189/prodava-2-staen-grad-sofiya-borovo,0895671248,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.232572
"226 900 €443 777,83 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Борово","град София, Борово
63 кв.м","3-ти ет., ТЕЦ, Просторен двустаен на най-хубавото място в кв. Борово. На среден етаж в поддържана тухлена сграда на ...",https://www.imoti.com/obiava/11278126/prodava-2-staen-grad-sofiya-borovo,088 21 21 450,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.232954
"230 000 €449 840,90 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Борово","град София, Борово
65 кв.м","2-ри ет., ТЕЦ, LUXIMMO FINEST ESTATES: www.luximmo.bgИзберете артистичен двустаен апартамент с отличителен дизайн и ...",https://www.imoti.com/obiava/21919538/prodava-2-staen-grad-sofiya-borovo,0884604774,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.233315
"179 999 €352 047,44 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
65 кв.м","6-ти ет., СВОБОДНО ПАРКИРАНЕ !!! СРЕЩУ ХЕПИ !!! ЗА РЕМОНТПредставяме ви имот, разположен в една от най-цененит ...",https://www.imoti.com/obiava/38124419/prodava-2-staen-grad-sofiya-gotse-delchev,0875 363 330,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.233684
"226 600 €443 191,08 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
75 кв.м","2-ри ет., ТЕЦ, КЛЮЧ В АГЕНЦИЯТА !Homespace предлага за продажба светъл и функционален двустаен апартамент, разполож ...",https://www.imoti.com/obiava/41030272/prodava-2-staen-grad-sofiya-gotse-delchev,0878264666,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.234077
"280 000 €547 632,40 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
72 кв.м","3-ти ет., ГАЗ, Лок.отопл., Готови документи за продажба!Манастирски ливади - изток, ул. Луи Айер 67! Прекрасен апартамент в нов ...",https://www.imoti.com/obiava/95519074/prodava-2-staen-grad-sofiya-gotse-delchev,0878212415,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.234437
"355 000 €694 319,65 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Гоце Делчев","град София, Гоце Делчев
82 кв.м","4-ти ет., ГАЗ, КЛАСА И ЛУКС! УЮТ И УДОБСТВО!ПЕРФЕКТЕН КАКТО ЗА ЖИВЕЕНЕ, ТАКА И ЗА ИНВЕСТИЦИЯ И ВИСОК НАЕМ!ЛУКСОЗНО  ...",https://www.imoti.com/obiava/40815054/prodava-2-staen-grad-sofiya-gotse-delchev,0886120639,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.234807
"169 000 €330 535,27 лв.Цената е с включено ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
57 кв.м",,https://www.imoti.com/obiava/70072843/prodava-2-staen-grad-sofiya-dianabad,0892509417,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.235164
"212 600 €415 809,46 лв.Цената е без ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
80 кв.м","4-ти ет., ТЕЦ, LUXIMMO FINEST ESTATES: www.luximmo.bgЕксклузивно представяме за продажба двустаен апартамент  4.32  ...",https://www.imoti.com/obiava/29716446/prodava-2-staen-grad-sofiya-dianabad,0882817572,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.235516
"242 000 €473 310,86 лв.Цената е без ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
75 кв.м","7-ми ет., 446643 Представяме Ви Simeonovsko 12, комплекс изцяло създаден да удовлетвори нуждите ви в големия и ...",https://www.imoti.com/obiava/31966253/prodava-2-staen-grad-sofiya-dianabad,0883942516,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.235907
"247 040 €483 168,24 лв.Цената е без ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
89 кв.м","4-ти ет., ТЕЦ, LUXIMMO FINEST ESTATES: www.luximmo.bgЕксклузивно представяме за продажба двустаен апартамент  4.28  ...",https://www.imoti.com/obiava/53463435/prodava-2-staen-grad-sofiya-dianabad,0882817572,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.236268
"265 000 €518 294,95 лв.Цената е без ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
89 кв.м","3-ти ет., ТЕЦ, Comfort Properties Group има удоволствието да Ви представи Двустаен Апартамент в шест етажна жилищна ...",https://www.imoti.com/obiava/41405331/prodava-2-staen-grad-sofiya-dianabad,0888004001,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.236623
"325 000 €635 644,75 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Дианабад","град София, Дианабад
87 кв.м","3-ти ет., ТЕЦ, Продаваме прекрасен имот, довършен и обзаведен с изключително внимание към детайла. Жилището почти н ...",https://www.imoti.com/obiava/90962472/prodava-2-staen-grad-sofiya-dianabad,0885 441 447,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.236989
"269 280 €526 665,90 лв.Цената е с включено ДДС",Продава  2-стаен,"град София, Докторски паметник","град София, Докторски паметник
70 кв.м","5-ти ет., ТЕЦ, ✨ Предлагаме луксозен двустаен апартамент с пълно южно изложение и директна гледка към парк   ...",https://www.imoti.com/obiava/29363647/prodava-2-staen-grad-sofiya-doktorski-pametnik,0882266226,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.237347
"325 000 €635 644,75 лв.Не се начислява ДДС",Продава  2-стаен,"град София, Докторски паметник","град София, Докторски паметник
65 кв.м","3-ти ет., ТЕЦ, АВГУСТА ИМОТИ предлага на вашето внимание двустаен апартамен в един от най-желаните и престижни райо ...",https://www.imoti.com/obiava/53012569/prodava-2-staen-grad-sofiya-doktorski-pametnik,0898574891,https://www.imoti.com/prodazhbi/grad-sofiya/dvustaini?sraion=86~80~72~147~21~81~32~132~146~15~22~23~85~60~6101~57~120~4~14~,2026-01-24T18:02:26.237705
