listing_id,price,title,location,description,contact_info,agency_url,details_url,num_photos,date_added,offer_type,search_url,total_offers
1s173619978474289,13 195 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Игнатиево, област Варна","Нива, кат. 4, 4.4 дка, ЕКСКЛУЗИВ - ПРЕДЛАГАМЕ ЗА ПРОДАЖБА, земя гр. Игнатиево. Изрядни документи, за сделка. Тел 0876716939 ..., тел.: 0876716939",0876716939,https://luximmo.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s173619978474289&slink=blq5u8&f1=1&fe7=1,5,2025-01-23 11:53:24.137669,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s173619978474289,13 195 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Игнатиево, област Варна","Нива, кат. 4, 4.4 дка, ЕКСКЛУЗИВ - ПРЕДЛАГАМЕ ЗА ПРОДАЖБА, земя гр. Игнатиево. Изрядни документи, за сделка. Тел 0876716939 ..., тел.: 0876716939",0876716939,https:None,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s173619978474289&slink=blq5u8&f1=1&fe7=1,5,2025-01-23 11:53:24.138452,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s171990911366140,55 000 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Войводиново, област Пловдив","Нива, кат. 4, 3 дка, местност Када Пара, 3001 кв.м. в с. Войводиново, местност Када Пара. Ограден със собствен водоизточник., тел.: 0888937996",0888937996,https:None,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s171990911366140&slink=blq5u8&f1=1&fe7=1,,2025-01-23 11:53:24.138779,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s166542186142571,111 000 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Катуница, област Пловдив","Нива, кат. 4, 10 дка, ПОЗЕМЛЕН ИМОТ от 9765 кв.м. на ЦАРИГРАДСКО ШОСЕ, само на 8 км от Пловдив по посока към града. Лице н ..., тел.: 0888966936",0888966936,https:None,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s166542186142571&slink=blq5u8&f1=1&fe7=1,2,2025-01-23 11:53:24.139091,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s172400152568352,49 819 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Бял кладенец, област Сливен","Овощна градина, кат. 4, 14.234 дка, Орехова градина на над 15 години. Добре поддържана, тревата се коси, земята се дискува. Достъпът е м ..., тел.: 0898606713",0898606713,https://tristaconsulting.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s172400152568352&slink=blq5u8&f1=1&fe7=1,4,2025-01-23 11:53:24.139386,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s135168265030623,75 000 лв.,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Момчиловци, област Смолян","Ливада, кат. 4, 3 дка, Имот с уникална панорама на главния път за с.Баните, на 2км след с. Момчиловци. Парцелът буквално е  ..., тел.: 0898774411",0898774411,https://vek21.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s135168265030623&slink=blq5u8&f1=1&fe7=1,6,2025-01-23 11:53:24.139643,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s169218504669966,49 900 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"гр. Божурище, област София","Нива, кат. 4, 2.275 дка, Трояно , СТЕРРА КОНСУЛТ  представя на Вашето внимание ЕКСКЛУЗИВНО  ЗЕМЕДЕЛСКА ЗЕМЯ , област София, община Бож ..., тел.: 0876939669",0876939669,https://steraconsult.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s169218504669966&slink=blq5u8&f1=1&fe7=1,9,2025-01-23 11:53:24.139916,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s171102088394635,157 000 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Петково, област София","Нива, кат. 4, 4.2 дка, Продавам земеделска земя 4.200 дка в землището между гр. Елин Пелин и с. Петково, 4-та категория. От ..., тел.: 0888285287",0888285287,https:None,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s171102088394635&slink=blq5u8&f1=1&fe7=1,,2025-01-23 11:53:24.140190,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s162066176198140,37 000 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Пролеша, област София","Нива, кат. 4, 1.4 дка, местност Село/Селище, Имот в стари реални граници. Много близо до регулация и комуникации. Страхотна панорама към Витоша,  ..., тел.: 0898528306",0898528306,https://aldina.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s162066176198140&slink=blq5u8&f1=1&fe7=1,4,2025-01-23 11:53:24.140476,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
1s162066080043774,200 000 EUR,Продава ЗЕМЕДЕЛСКА ЗЕМЯ,"с. Пролеша, област София","Нива, кат. 4, 6.65 дка, местност Прогон, Местност 'Прогон' се намира в началото на селото. Възможност за закупуване и на съседния парцел=6650 ..., тел.: 0898528306",0898528306,https://aldina.imot.bg,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1s162066080043774&slink=blq5u8&f1=1&fe7=1,4,2025-01-23 11:53:24.140737,Продава,https://www.imot.bg/pcgi/imot.cgi?act=3&slink=blq5u8&f1=1,705
