price_text,title,location,area_text,floor,description,details_url,ref_no,offer_type,agency_name,num_photos,total_offers,price_per_m2,search_url,scraped_at
200000 €,Тристаен апартамент,гр. Пловдив / кв. Кършияка Пловдивска област / България,176.22 м,5,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-tristayni-apartamenti/luksozen-imot-44987-tristaen-apartament-za-prodajba-v-plovdiv.html,44987,продава,Luximmo,0,0,1134.94,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.547839
Цена при запитване,Петстаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,373.59 м,6,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-petstayni-apartamenti/luksozen-imot-44009-petstaen-apartament-za-prodajba-v-plovdiv.html,44009,продава,Luximmo,0,0,,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.549008
265000 €,Тристаен апартамент,гр. Пловдив / кв. Център Пловдивска област / България,105 м,3,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-tristayni-apartamenti/luksozen-imot-44141-tristaen-apartament-za-prodajba-v-plovdiv.html,44141,продава,Luximmo,0,0,2523.81,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.549916
383049 €,Тристаен апартамент,гр. Пловдив / кв. Кършияка Пловдивска област / България,128.11 м,2,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-tristayni-apartamenti/luksozen-imot-40995-tristaen-apartament-za-prodajba-v-plovdiv.html,40995,продава,Luximmo,0,0,2990.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.550948
149000 €,Двустаен апартамент,гр. Пловдив / кв. Кършияка Пловдивска област / България,73.43 м,2,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-dvustayni-apartamenti/luksozen-imot-47579-dvustaen-apartament-za-prodajba-v-plovdiv.html,47579,продава,Luximmo,0,0,2029.14,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.552024
180000 €,Двустаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,72 м,4,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-dvustayni-apartamenti/luksozen-imot-47580-dvustaen-apartament-za-prodajba-v-plovdiv.html,47580,продава,Luximmo,0,0,2500.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.553026
156000 €,Тристаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,91.34 м,4,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-tristayni-apartamenti/luksozen-imot-34884-tristaen-apartament-za-prodajba-v-plovdiv.html,34884,продава,Luximmo,0,0,1707.9,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.554016
82872 €,Едностаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,59.62 м,3,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-ednostayni-apartamenti/luksozen-imot-47442-ednostaen-apartament-za-prodajba-v-plovdiv.html,47442,продава,Luximmo,0,0,1390.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.554992
103833 €,Двустаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,74.70 м,2,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-dvustayni-apartamenti/luksozen-imot-47445-dvustaen-apartament-za-prodajba-v-plovdiv.html,47445,продава,Luximmo,0,0,1390.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.555981
164852 €,Тристаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,120.33 м,2,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-tristayni-apartamenti/luksozen-imot-47447-tristaen-apartament-za-prodajba-v-plovdiv.html,47447,продава,Luximmo,0,0,1370.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.556972
391179 €,Четиристаен апартамент,гр. Пловдив / кв. Христо Смирненски Пловдивска област / България,264.31 м,7,,https://www.luximmo.bg/bulgaria/oblast-plovdiv/plovdiv/luksozni-imoti-chetiristayni-apartamenti/luksozen-imot-47450-chetiristaen-apartament-za-prodajba-v-plovdiv.html,47450,продава,Luximmo,0,0,1480.0,https://www.luximmo.bg/prodajba/bulgaria/oblast-plovdiv/plovdiv-luksozni-imoti/po-tip-apartamenti/index.html,2026-01-29T13:26:02.557958
