imotbg_title,imotbg_price,imotbg_listing_id,imotbg_location,imotbg_description,imotbg_contact_info,imotbg_agency_url,imotbg_details_url,imotbg_num_photos,imotbg_date_added,title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no
Продава 2-СТАЕН,248 000 EUR,1b172911705986137,"град София, Докторски паметник","71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://almainvest.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 18:02:05.448566,Продава 2-СТАЕН,248000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://almainvest.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 18:02:05.448566,Site.IMOTBG,,,1b172911705986137
Продава 2-СТАЕН,248 000 EUR,1b172911705986137,"град София, Докторски паметник","71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 18:02:05.449382,Продава 2-СТАЕН,248000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 18:02:05.449382,Site.IMOTBG,,,1b172911705986137
Продава 2-СТАЕН,300 000 EUR,1b173191520062987,"град София, Докторски паметник","78 кв.м, ул. Шейново, 1-ви ет. от 4, ТЕЦ, Тухла 1936 г., Предлагаме Ви отличен апартамент, находящ се в малка тухлена сграда от 40-те години на тихо и комуни ..., тел.: 0896611040",0896611040,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173191520062987&slink=bjaqz2&f1=1,15,2025-01-10 18:02:05.449681,Продава 2-СТАЕН,300000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"78 кв.м, ул. Шейново, 1-ви ет. от 4, ТЕЦ, Тухла 1936 г., Предлагаме Ви отличен апартамент, находящ се в малка тухлена сграда от 40-те години на тихо и комуни ..., тел.: 0896611040",0896611040,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173191520062987&slink=bjaqz2&f1=1,15,2025-01-10 18:02:05.449681,Site.IMOTBG,,,1b173191520062987
Продава 2-СТАЕН,310 000 EUR,1b172129722757947,"град София, Докторски паметник","78 кв.м, 1-ви ет. от 5, ТЕЦ, Тухла 1965 г.,   Ексклузивен имот!   Ключ за огледи!  Продава  двустаен, тухлен апартамент, бул.,,Евлоги  Георгиев' ..., тел.: 0888426291",0888426291,https://pro_properties.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172129722757947&slink=bjaqz2&f1=1,13,2025-01-10 18:02:05.450029,Продава 2-СТАЕН,310000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"78 кв.м, 1-ви ет. от 5, ТЕЦ, Тухла 1965 г.,   Ексклузивен имот!   Ключ за огледи!  Продава  двустаен, тухлен апартамент, бул.,,Евлоги  Георгиев' ..., тел.: 0888426291",0888426291,https://pro_properties.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172129722757947&slink=bjaqz2&f1=1,13,2025-01-10 18:02:05.450029,Site.IMOTBG,,,1b172129722757947
Продава 2-СТАЕН,144 999 EUR,1b173461600031474,"град София, Оборище","62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bjaqz2&f1=1,6,2025-01-10 18:02:05.450350,Продава 2-СТАЕН,144999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bjaqz2&f1=1,6,2025-01-10 18:02:05.450350,Site.IMOTBG,,,1b173461600031474
Продава 2-СТАЕН,176 600 EUR,1b172431754119519,"град София, Оборище","65 кв.м, 5-ти ет. от 14, Тухла 2026 г., БЕЗ КОМИСИОННА ОТ КУПУВАЧА ! ! !   Двустаен апартамент с обща площ от 65.18 кв.м. и застроена площ о ..., тел.: 088 21 21 488",088 21 21 488,https://imoteka.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172431754119519&slink=bjaqz2&f1=1,6,2025-01-10 18:02:05.450641,Продава 2-СТАЕН,176600,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"65 кв.м, 5-ти ет. от 14, Тухла 2026 г., БЕЗ КОМИСИОННА ОТ КУПУВАЧА ! ! !   Двустаен апартамент с обща площ от 65.18 кв.м. и застроена площ о ..., тел.: 088 21 21 488",088 21 21 488,https://imoteka.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172431754119519&slink=bjaqz2&f1=1,6,2025-01-10 18:02:05.450641,Site.IMOTBG,,,1b172431754119519
Продава 2-СТАЕН,185 000 EUR,1b173615761836115,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме двустаен апартамент за продажба в кв. 'Оборищ ..., тел.: 0884171328",0884171328,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173615761836115&slink=bjaqz2&f1=1,12,2025-01-10 18:02:05.450927,Продава 2-СТАЕН,185000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме двустаен апартамент за продажба в кв. 'Оборищ ..., тел.: 0884171328",0884171328,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173615761836115&slink=bjaqz2&f1=1,12,2025-01-10 18:02:05.450927,Site.IMOTBG,,,1b173615761836115
Продава 2-СТАЕН,205 000 EUR,1b173271597731255,"град София, Оборище","74 кв.м, 2-ри ет. от 6, Тухла 2011 г., Home Life Point има удоволствието да Ви представи завършен двустаен апартамент с чиста застроена пло ..., тел.: 0877488048",0877488048,https://homelifebulgaria.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173271597731255&slink=bjaqz2&f1=1,17,2025-01-10 18:02:05.451219,Продава 2-СТАЕН,205000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"74 кв.м, 2-ри ет. от 6, Тухла 2011 г., Home Life Point има удоволствието да Ви представи завършен двустаен апартамент с чиста застроена пло ..., тел.: 0877488048",0877488048,https://homelifebulgaria.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173271597731255&slink=bjaqz2&f1=1,17,2025-01-10 18:02:05.451219,Site.IMOTBG,,,1b173271597731255
Продава 2-СТАЕН,220 000 EUR,1b173641710560129,"град София, Оборище","70 кв.м, ул. Оборище, 5-ти ет. от 7, ТЕЦ, Панел 1985 г., СВЕТЛО и ПРОСТОРНО, ОТЛИЧНО обзаведено ЖИЛИЩЕ на ТОП място в ЕЛИТЕН район, близо до ул.ОБОРИЩЕ, МЕТР ..., тел.: 0878-43-26-76;",0878-43-26-76;,https://startime.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173641710560129&slink=bjaqz2&f1=1,13,2025-01-10 18:02:05.451518,Продава 2-СТАЕН,220000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"70 кв.м, ул. Оборище, 5-ти ет. от 7, ТЕЦ, Панел 1985 г., СВЕТЛО и ПРОСТОРНО, ОТЛИЧНО обзаведено ЖИЛИЩЕ на ТОП място в ЕЛИТЕН район, близо до ул.ОБОРИЩЕ, МЕТР ..., тел.: 0878-43-26-76;",0878-43-26-76;,https://startime.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173641710560129&slink=bjaqz2&f1=1,13,2025-01-10 18:02:05.451518,Site.IMOTBG,,,1b173641710560129
Продава 2-СТАЕН,195 428 EURЦената е без ДДС,1b170472967055103,"град София, Оборище","64 кв.м, 12-ти ет. от 14, LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме ви затворен комплекс в престижния квартал Оборище ..., тел.: 0988154584",0988154584,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170472967055103&slink=bjaqz2&f1=1,14,2025-01-10 18:02:05.451811,Продава 2-СТАЕН,195428,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"64 кв.м, 12-ти ет. от 14, LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме ви затворен комплекс в престижния квартал Оборище ..., тел.: 0988154584",0988154584,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b170472967055103&slink=bjaqz2&f1=1,14,2025-01-10 18:02:05.451811,Site.IMOTBG,,,1b170472967055103
