imotbg_title,imotbg_price,imotbg_listing_id,imotbg_location,imotbg_description,imotbg_contact_info,imotbg_agency_url,imotbg_details_url,imotbg_num_photos,imotbg_date_added,title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no
Продава 2-СТАЕН,248 000 EUR,1b172911705986137,"град София, Докторски паметник","71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 06:02:08.144525,Продава 2-СТАЕН,248000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 06:02:08.144525,Site.IMOTBG,,,1b172911705986137
Продава 2-СТАЕН,248 000 EUR,1b172911705986137,"град София, Докторски паметник","71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 06:02:08.145271,Продава 2-СТАЕН,248000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"71 кв.м, 4-ти ет. от 6, ТЕЦ, Тухла 1940 г., ИРИДА НЕДВИЖИМИ ИМОТИ Ви представя за продажба двустаен апартамент в центъра на София, на комуникати ..., тел.: 0877332218",0877332218,https://irida.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172911705986137&slink=bjaqz2&f1=1,8,2025-01-10 06:02:08.145271,Site.IMOTBG,,,1b172911705986137
Продава 2-СТАЕН,300 000 EUR,1b173191520062987,"град София, Докторски паметник","78 кв.м, ул. Шейново, 1-ви ет. от 4, ТЕЦ, Тухла 1936 г., Предлагаме Ви отличен апартамент, находящ се в малка тухлена сграда от 40-те години на тихо и комуни ..., тел.: 0896611040",0896611040,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173191520062987&slink=bjaqz2&f1=1,15,2025-01-10 06:02:08.145563,Продава 2-СТАЕН,300000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"78 кв.м, ул. Шейново, 1-ви ет. от 4, ТЕЦ, Тухла 1936 г., Предлагаме Ви отличен апартамент, находящ се в малка тухлена сграда от 40-те години на тихо и комуни ..., тел.: 0896611040",0896611040,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173191520062987&slink=bjaqz2&f1=1,15,2025-01-10 06:02:08.145563,Site.IMOTBG,,,1b173191520062987
Продава 2-СТАЕН,310 000 EUR,1b172129722757947,"град София, Докторски паметник","78 кв.м, 1-ви ет. от 5, ТЕЦ, Тухла 1965 г.,   Ексклузивен имот!   Ключ за огледи!  Продава  двустаен, тухлен апартамент, бул.,,Евлоги  Георгиев' ..., тел.: 0888426291",0888426291,https://pro_properties.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172129722757947&slink=bjaqz2&f1=1,13,2025-01-10 06:02:08.145909,Продава 2-СТАЕН,310000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"78 кв.м, 1-ви ет. от 5, ТЕЦ, Тухла 1965 г.,   Ексклузивен имот!   Ключ за огледи!  Продава  двустаен, тухлен апартамент, бул.,,Евлоги  Георгиев' ..., тел.: 0888426291",0888426291,https://pro_properties.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172129722757947&slink=bjaqz2&f1=1,13,2025-01-10 06:02:08.145909,Site.IMOTBG,,,1b172129722757947
Продава 2-СТАЕН,144 999 EUR,1b173461600031474,"град София, Оборище","62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bjaqz2&f1=1,6,2025-01-10 06:02:08.146222,Продава 2-СТАЕН,144999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bjaqz2&f1=1,6,2025-01-10 06:02:08.146222,Site.IMOTBG,,,1b173461600031474
Продава 2-СТАЕН,184 999 EUR,1b173589523979019,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589523979019&slink=bjaqz2&f1=1,,2025-01-10 06:02:08.146525,Продава 2-СТАЕН,184999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589523979019&slink=bjaqz2&f1=1,,2025-01-10 06:02:08.146525,Site.IMOTBG,,,1b173589523979019
Продава 2-СТАЕН,184 999 EUR,1b173589508533972,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589508533972&slink=bjaqz2&f1=1,,2025-01-10 06:02:08.146850,Продава 2-СТАЕН,184999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589508533972&slink=bjaqz2&f1=1,,2025-01-10 06:02:08.146850,Site.IMOTBG,,,1b173589508533972
Продава 2-СТАЕН,185 000 EUR,1b173615761836115,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме двустаен апартамент за продажба в кв. 'Оборищ ..., тел.: 0884171328",0884171328,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173615761836115&slink=bjaqz2&f1=1,12,2025-01-10 06:02:08.147166,Продава 2-СТАЕН,185000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме двустаен апартамент за продажба в кв. 'Оборищ ..., тел.: 0884171328",0884171328,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173615761836115&slink=bjaqz2&f1=1,12,2025-01-10 06:02:08.147166,Site.IMOTBG,,,1b173615761836115
Продава 2-СТАЕН,205 000 EUR,1b173271597731255,"град София, Оборище","74 кв.м, 2-ри ет. от 6, Тухла 2011 г., Home Life Point има удоволствието да Ви представи завършен двустаен апартамент с чиста застроена пло ..., тел.: 0877488048",0877488048,https://homelifebulgaria.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173271597731255&slink=bjaqz2&f1=1,17,2025-01-10 06:02:08.147452,Продава 2-СТАЕН,205000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"74 кв.м, 2-ри ет. от 6, Тухла 2011 г., Home Life Point има удоволствието да Ви представи завършен двустаен апартамент с чиста застроена пло ..., тел.: 0877488048",0877488048,https://homelifebulgaria.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173271597731255&slink=bjaqz2&f1=1,17,2025-01-10 06:02:08.147452,Site.IMOTBG,,,1b173271597731255
Продава 2-СТАЕН,205 000 EUR,1b172785950689638,"град София, Оборище","76 кв.м, 2-ри ет. от 5, ТЕЦ, Тухла 2004 г., Локация: на 6 мин. от Президентството, ул. Цар Симеон и ул. Будапеща, дневна с к. бокс и трапезария  ..., тел.: 0887921557",0887921557,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172785950689638&slink=bjaqz2&f1=1,9,2025-01-10 06:02:08.147731,Продава 2-СТАЕН,205000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"76 кв.м, 2-ри ет. от 5, ТЕЦ, Тухла 2004 г., Локация: на 6 мин. от Президентството, ул. Цар Симеон и ул. Будапеща, дневна с к. бокс и трапезария  ..., тел.: 0887921557",0887921557,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172785950689638&slink=bjaqz2&f1=1,9,2025-01-10 06:02:08.147731,Site.IMOTBG,,,1b172785950689638
