imotbg_title,imotbg_price,imotbg_listing_id,imotbg_location,imotbg_description,imotbg_contact_info,imotbg_agency_url,imotbg_details_url,imotbg_num_photos,imotbg_date_added,title,price,currency,offer_type,property_type,city,neighborhood,description,contact_info,agency_url,details_url,num_photos,date_added,site,floor,price_per_m2,ref_no
Продава 2-СТАЕН,258 000 EUR,1b161849537189258,"град София, Докторски паметник","74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.652957,Продава 2-СТАЕН,258000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.652957,Site.IMOTBG,,,1b161849537189258
Продава 2-СТАЕН,258 000 EUR,1b161849537189258,"град София, Докторски паметник","74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.653687,Продава 2-СТАЕН,258000,EUR,Продава,PropertyType.DVUSTAEN,град София,Докторски паметник,"74 кв.м, 1-ви ет. от 6, ТЕЦ, Тухла 1949 г., Отличен имот, подходящ за живеене, офис или инвестиция. Състои се от дневна стая, втора стая свързан ..., тел.: 0893444901",0893444901,https://maxm.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b161849537189258&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.653687,Site.IMOTBG,,,1b161849537189258
Продава 2-СТАЕН,245 000 EUR,1b172969562943579,"град София, Изток","72 кв.м, 1-ви ет. от 8, ТЕЦ, Тухла 2010 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме просторен, обзаведен двустаен апартамент за прода ..., тел.: 0884604192",0884604192,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172969562943579&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.653988,Продава 2-СТАЕН,245000,EUR,Продава,PropertyType.DVUSTAEN,град София,Изток,"72 кв.м, 1-ви ет. от 8, ТЕЦ, Тухла 2010 г., LUXIMMO FINEST ESTATES: www.luximmo.bg Представяме просторен, обзаведен двустаен апартамент за прода ..., тел.: 0884604192",0884604192,https://luximmo.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172969562943579&slink=bi18s2&f1=1,11,2025-01-03 18:02:29.653988,Site.IMOTBG,,,1b172969562943579
Продава 2-СТАЕН,144 999 EUR,1b173461600031474,"град София, Оборище","62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bi18s2&f1=1,6,2025-01-03 18:02:29.654281,Продава 2-СТАЕН,144999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"62 кв.м, 2-ри ет. от 7, Тухла 1970 г., СРЕДЕН ЕТАЖ !!! ВЪТРЕШЕН !!! ТУХЛА !!!  Home2U представя на Вашето внимание двустайно жилище, на сре ..., тел.: 0875363330",0875363330,https://home2um.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173461600031474&slink=bi18s2&f1=1,6,2025-01-03 18:02:29.654281,Site.IMOTBG,,,1b173461600031474
Продава 2-СТАЕН,184 999 EUR,1b173589523979019,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589523979019&slink=bi18s2&f1=1,,2025-01-03 18:02:29.654604,Продава 2-СТАЕН,184999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589523979019&slink=bi18s2&f1=1,,2025-01-03 18:02:29.654604,Site.IMOTBG,,,1b173589523979019
Продава 2-СТАЕН,184 999 EUR,1b173589508533972,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589508533972&slink=bi18s2&f1=1,,2025-01-03 18:02:29.654960,Продава 2-СТАЕН,184999,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173589508533972&slink=bi18s2&f1=1,,2025-01-03 18:02:29.654960,Site.IMOTBG,,,1b173589508533972
Продава 2-СТАЕН,185 000 EUR,1b173481985512814,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173481985512814&slink=bi18s2&f1=1,12,2025-01-03 18:02:29.655275,Продава 2-СТАЕН,185000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173481985512814&slink=bi18s2&f1=1,12,2025-01-03 18:02:29.655275,Site.IMOTBG,,,1b173481985512814
Продава 2-СТАЕН,185 000 EUR,1b173486650863812,"град София, Оборище","60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173486650863812&slink=bi18s2&f1=1,12,2025-01-03 18:02:29.655600,Продава 2-СТАЕН,185000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"60 кв.м, 2-ри ет. от 5, Тухла 2007 г., Ключ в агенцията!Огледи възможни всеки ден! Агенция РЕстейт 1119 предлага за продажба двустаен апарт ..., тел.: 0898691119",0898691119,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b173486650863812&slink=bi18s2&f1=1,12,2025-01-03 18:02:29.655600,Site.IMOTBG,,,1b173486650863812
Продава 2-СТАЕН,205 000 EUR,1b172785950689638,"град София, Оборище","76 кв.м, 2-ри ет. от 5, ТЕЦ, Тухла 2004 г., Локация: на 6 мин. от Президентството, ул. Цар Симеон и ул. Будапеща, дневна с к. бокс и трапезария  ..., тел.: 0887921557",0887921557,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172785950689638&slink=bi18s2&f1=1,9,2025-01-03 18:02:29.655945,Продава 2-СТАЕН,205000,EUR,Продава,PropertyType.DVUSTAEN,град София,Оборище,"76 кв.м, 2-ри ет. от 5, ТЕЦ, Тухла 2004 г., Локация: на 6 мин. от Президентството, ул. Цар Симеон и ул. Будапеща, дневна с к. бокс и трапезария  ..., тел.: 0887921557",0887921557,https://none/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b172785950689638&slink=bi18s2&f1=1,9,2025-01-03 18:02:29.655945,Site.IMOTBG,,,1b172785950689638
Продава 2-СТАЕН,211 488 EURЦената е без ДДС,1b166443216968170,"град София, Хладилника","78 кв.м, 3-ти ет. от 5, Тухла 2024 г., Продажби директно от инвеститора, без комисиона за купувача! С Акт 16! Представеният апартамент 14 в ..., тел.: 0882330022",0882330022,https://husestate.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166443216968170&slink=bi18s2&f1=1,16,2025-01-03 18:02:29.656282,Продава 2-СТАЕН,211488,EUR,Продава,PropertyType.DVUSTAEN,град София,Хладилника,"78 кв.м, 3-ти ет. от 5, Тухла 2024 г., Продажби директно от инвеститора, без комисиона за купувача! С Акт 16! Представеният апартамент 14 в ..., тел.: 0882330022",0882330022,https://husestate.imot.bg/,https://www.imot.bg/pcgi/imot.cgi?act=5&adv=1b166443216968170&slink=bi18s2&f1=1,16,2025-01-03 18:02:29.656282,Site.IMOTBG,,,1b166443216968170
