title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,search_url,scraped_at
"ЕКСКЛУЗИВНО - Двустаен апартамент до ”Младежка”, център, гр. Пловдив - Агенция Прима",/ekskluzivno-dvustaen-apartament-do-mladejka-centar-gr-plovdiv-agenciya-prima-10731948,"Мараша, Пловдив",128 999 €(252 300.10 лв.),Двустаен апартамент в Мараша,72 кв.м,Панел,1989 г.,2 етаж,"ЕКСКЛУЗИВНО - Двустаен апартамент до Младежка, център, гр. Пловдив - Агенция Прима. Представяме на вашето внимание двустаен панелен апартамент, състоящ се от три непреходни стаи, Г-образен коридор, тераса и санитарен възел. Чистата площ, която се продава е 71,57кв.м., представляваща 61,21кв.м. /площ на апартамента/ плюс 10,36 кв.м. /площ на избата/. Разположението на имота е изцяло южно изложение, на тихо място, втори най-търсен етаж, среден апартамент - прекрасно място за семейство или сам човек. Централна градска част - в близост пазара на ’Младежка’, МОЛ ’Пловдив’, за спорт - Гребна база, П..",Агенция Прима,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.427025
Двустаен апартамент в Център,/dvustaen-apartament-v-centar-10734079,"Център, Пловдив",89 500 €(175 046.80 лв.),Двустаен апартамент в Център,58 кв.м,Панел,1980 г.,7 етаж,"ЦЕНТЪР!!! ТРИ ОТДЕЛНИ ПОМЕЩЕНИЯ!!! ПАНОРАМНА ГЛЕДКА!!! 

Представяме на Вашето внимание двустаен апартамент в районa на Стария град, със следното функционално разпределение: дневна, кухня, спалня, тераса и баня с тоалетна. Апартаментът намира се в близост до детски градини, училища, аптеки, хранителни магазини, спирки и центъра на града. 

За Ваше улеснение прилагаме схема с разпределението на имота. Обадете се сега и цитирайте следния код: 139214",Home2U Пловдив,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.432137
Център! Мезонет! Панорамни гледки!,/centar-mezonet-panoramni-gledki-10381550,"Център, Пловдив",244 990 €(479 158.80 лв.),Тристаен апартамент в Център,152 кв.м,Тухла,2022 г.,5 етаж,"Представяме ви с удоволствие този невероятен мезонет в центъра на град Пловдив, който може да довършите изцяло по ваш вкус! Намиращ се на метри от Капана, в качествена и малка сграда с по 3 апартамента на етаж, но същевременно позиционирана на тиха уличка.. звучи перфектно нали? Сега е момента да ви зарадваме, че откритите панорамни гледки са другата привилегия в този имот, която е рядко срещана при жилищата в централните райони. Разпределението е следното: на първото ниво - входно антре, санитарен възел и всекидневна с кухненски кът и излаз на тераса. На второто ниво - входно антре, две непре..",Home2U Пловдив,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.437261
Тристаен апартамент СЦентъра,/tristaen-apartament-scentara-10327691,"Център, Пловдив",234 800 €(459 228.88 лв.),Тристаен апартамент в Център,90 кв.м,Тухла,2009 г.,2 етаж,"Готов за нанасяне апартамент на5 мин от Мола на Бул. Руски. Тиха улица възможност за паркиране в двора, партено-4.5 мазе.",”100ИЛ ИМОТИ” ЕООД,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.442360
СОБСТВЕНИК продава нов 2-стаен в Центъра на Пловдив,/sobstvenik-prodava-nov-2-staen-v-centara-na-plovdiv-9093599,"Каменица 1, Пловдив",Цена:172 999 €(338 356.63 лв.),Двустаен апартамент в Каменица 1,64 кв.м,Тухла,2018 г.,4 етаж,"Продавам ново 2- стайно жилище в нова малка кооперация с контролиран достъп и видеонаблюдение, ТОП ЛОКАЦИЯ. Състои си от входно антре с портманто, просторен хол с кухня, уютна спалня, голяма баня с то..",днешна обява,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.446112
Двустаен апартамент в ”Каменица ”2,/dvustaen-apartament-v-kamenica-2-10797410,"Каменица 2, Пловдив",Цена:108 500 €(212 207.56 лв.),Двустаен апартамент в Каменица 2,55 кв.м,Тухла,2015 г.,5 етаж,"Агенция ”ПРО ПАК” продава уютен двустаен апартамент в квартал”Каменица”2. Жилището е на 5-ти непоследен етаж, без асансьор, изложение запад-юг. Състои се от една отделна спалня, всекидневна с бокс, те..",ПРО ПАК,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.450058
Продава тристаен - Мараша УХТ,/prodava-tristaen-marasha-uht-10625456,"Мараша, Пловдив",Цена:184 000 €(359 872.72 лв.),Тристаен апартамент в Мараша,80 кв.м,Тухла,2008 г.,1 етаж,"Апартамента се намира на тиха и спокойна улица на минути от Университет по хранителни технологии - Пловдив със свободно паркиране около сградата. 
Разположено на етаж 2 ( 1-ви жилищен над магазини и ..",АПАРТЕКС ЕООД,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.454150
Просторен четиристаен Гранд-а,/prostoren-chetiristaen-grand-a-10516787,"Център, Пловдив",Цена:322 500 €(630 755.18 лв.),Многостаен апартамент в Център,150 кв.м,Тухла,2026 г.,6 етаж,"АТРАКТИВНО!!! Имотът се намира в района на Гранд-а, място, подходящо както за живеене, така и за инвестиция в малка бутикова сграда с по 2 апартамента на етаж. Изключително качествено строителство с в..",НД ИМОТКОНСУЛТ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.458339
Напълно завършен и обзаведен тристаен апартамент - Бирена Фабрика,/napalno-zavarshen-i-obzaveden-tristaen-apartament-birena-fabrika-10525285,"Център, Пловдив",Цена:169 900 €(332 295.52 лв.),Тристаен апартамент в Център,100 кв.м,Тухла,2000 г.,4 етаж,Оферта 67662: Имаме удоволствието да ви представим напълно завършен и обзаведен тритаен апартамент в един от най - предпочитаните райони на Централна градска част С РЕАЛНА КВАДРАТУРА 100 КВ. М. Жилище..,Кондор Недвижими Имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.462409
"Продава се тристаен апартамент - обзаведен до ключ, кв. Каменица 2",/prodava-se-tristaen-apartament-obzaveden-do-klyuch-kv-kamenica-2-10846262,"Каменица 2, Пловдив",Цена:219 000 €(428 326.77 лв.),Тристаен апартамент в Каменица 2,106 кв.м,Тухла,2023 г.,2 етаж,"Предлагаме за продажба тристаен апартамент, обзаведен “ до ключ“, оборудван с три климатика “Daikin”. 

Разпределение: 
	•	Просторен хол с кухненски бокс
	•	Две спални
	•	Баня с тоалетна
	•	Втор..",ЕВМОЛПИАС,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.466512
Тристаен апартамент Център,/tristaen-apartament-centar-10578949,"Център, Пловдив",Цена:186 000 €(363 784.38 лв.),Тристаен апартамент в Център,100 кв.м,Тухла,1960 г.,4 етаж,ANGEL HOME REAL ESTATE Ви предлага тристаен обзаведен апартамент в тухлена сграда на централно място в близост до автогара Юг. Сградата е от старото масивно тухлено строителство и разполага със собств..,ANGEL HOME REAL ESTATE,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.470631
Обзаведен апартамент с две спални за продажба,/obzaveden-apartament-s-dve-spalni-za-prodajba-10451186,"Център, Пловдив",Цена:280 000 €(547 632.40 лв.),Тристаен апартамент в Център,122 кв.м,Тухла,2023 г.,4 етаж,"Продава се тристаен, напълно обзаведен апартамент в жилищен комплекс „Platinum Homes“! 

➡️ Площ: 122 кв.м. 
➡️ Етаж: 4-ти ( непоследен )
➡️ Разполага с асансьор

🛋️ Разпределение: 
	•	Просторе..",ЕВМОЛПИАС,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.474729
Без комисионна от Купувача! Двустаен апартамент в кв. Каменица 1,/bez-komisionna-ot-kupuvacha-dvustaen-apartament-v-kv-kamenica-1-10419945,"Каменица 1, Пловдив",Цена:154 000 €(301 197.82 лв.),Двустаен апартамент в Каменица 1,73 кв.м,Тухла,2026 г.,2 етаж,"БЕЗ КОМИСИОННА от КУПУВАЧА! NL Consult Real Estate представя на вниманието Ви за ПРОДАЖБА 
Двустаен Апартамент в новострояща се бутикова, 5 - етажна сграда, с асансьор и луксозни общи части в кв. Кам..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.479209
Тристаен апаратмент в сграда с Акт 16 в близост до Стария Град и Центъра!,/tristaen-aparatment-v-sgrada-s-akt-16-v-blizost-do-stariya-grad-i-centara-10178186,"Център, Пловдив",Цена:235 500 €(460 597.97 лв.),Тристаен апартамент в Център,167 кв.м,Тухла,2025 г.,6 етаж,"АПАРТАМЕНТ в СГРАДА с АКТ 16 от месец Май 2025 г.! 
NL Consult Real Estate представя на вниманието Ви за ПРОДАЖБА 
ТРИСТАЕН апартамент в Центъра на гр. Пловдив, в луксозна жилищна сграда с АКТ 16. С..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.483299
"Тристаен апартамент в Идеалния Център на гр. Пловдив, в непосредствена близост до Градската Градина.",/tristaen-apartament-v-idealniya-centar-na-gr-plovdiv-v-neposredstvena-blizost-do-gradskata-gradina-9972587,"Център, Пловдив",Цена:288 400 €(564 061.37 лв.),Тристаен апартамент в Център,103 кв.м,Тухла,2026 г.,7 етаж,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА! 
NL Consult Real Estate представя на вниманието Ви за ПРОДАЖБА 
Тристаен апартамент на четвърти /непоследен/ етаж в Супер Центъра на гр. Пловдив, в новоизграждаща се, мал..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.487562
Тристаен апартамент пред Акт 14 в Идеалния Център на Пловдив,/tristaen-apartament-pred-akt-14-v-idealniya-centar-na-plovdiv-10561128,"Център, Пловдив",Цена:447 916 €(876 047.55 лв.),Тристаен апартамент в Център,160 кв.м,Тухла,2026 г.,6 етаж,"БЕЗ КОМИСИОННА ОТ КУПУВАЧА! 
NL Consult Real Estate представя на вниманието Ви за ПРОДАЖБА вашият нов дом в сърцето на Пловдив! 
Тристаен апартамент на шести /непоследен/ етаж в Супер Центъра на гр...",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.491839
Тристаен апартамент в строеж с партерно Паркомясто в ИДЕАЛНИЯ ЦЕНТЪР,/tristaen-apartament-v-stroej-s-parterno-parkomyasto-v-idealniya-centar-10670154,"Център, Пловдив",Цена:298 000 €(582 837.34 лв.),Тристаен апартамент в Център,115 кв.м,Тухла,2028 г.,1 етаж,"NL Consult Real Estate ви представя за ПРОДАЖБА

Тристаен апартамент в бутикова сграда с 3 апартамента и асансьор, на тиха улица в идеалния център на град Пловдив, с партерен гараж. 
Местоположение..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.496095
Луксозен тристаен мезонет с двоен гараж в кв. Мараша,/luksozen-tristaen-mezonet-s-dvoen-garaj-v-kv-marasha-10514393,"Мараша, Пловдив",Цена:339 000 €(663 026.37 лв.),Тристаен апартамент в Мараша,135 кв.м,Тухла,2024 г.,5 етаж,"NL Consult Real Estate представя на вниманието Ви за ПРОДАЖБА 
Изискан и модерен ТРИСТАЕН апартамент - меознет, в малка бутикова жилищна сграда с Акт 16 от 2024, разпложена на тиха улица в кв. Мараша..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.500201
Продавам 3-стаен обзаведен в Мараша,/prodavam-3-staen-obzaveden-v-marasha-10820222,"Център, Пловдив",Цена:171 680 €(335 776.90 лв.),Тристаен апартамент в Център,116 кв.м,Тухла,2008 г.,4 етаж,"., САМО ПРИ НАС!! 
🔥 Промоционална цена до края на януари 1480 /кв.м 🔥 
Предлагам напълно обзаведен тристаен апартамент в нова, малка бутикова сграда, разположена на улица Братя Миладинови тиха и пр..",HHPROPERTIES / ЕЙЧ ЕЙЧ ПРОПЪРТИ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.504316
Слънчев двустаен апартамент на минута разстояние от Главната Пешеходна улица на града!,/slanchev-dvustaen-apartament-na-minuta-razstoyanie-ot-glavnata-peshehodna-ulica-na-grada-10184888,"Център, Пловдив",Цена:191 600 €(374 737.03 лв.),Двустаен апартамент в Център,69 кв.м,Тухла,2018 г.,3 етаж,"NL Consult Real Estate представя на вниманието Ви ЗА ПРОДАЖБА
Слънчев двустаен апартамент на втори /непоследен/ жилищен етаж, на минута пешеходно разстояние от Цар Симеоновата Градина и Главната Улиц..",NL Consult Real Estate,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:11.508437
3 - стаен нов напълно обзаведен + дворна веранда 65 кв.м. в Малка Бутикова сграда - Топ Локация,/3-staen-nov-napalno-obzaveden-dvorna-veranda-65-kv-m-v-malka-butikova-sgrada-top-lokaciya-10702664,"Център, Пловдив",Цена:390 000 €(762 773.70 лв.),Тристаен апартамент в Център,151 кв.м,Тухла,2022 г.,1 етаж,Оферта 68200 - Предлагаме ви 3-стаен нов апартамент напълно завършен до ключ и стилно обзаведен в малка бутикова сграда в един от най-предпочитаните райони в близост до дома на Младоженците и на пешех..,Кондор Недвижими Имоти,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:13.896565
Многостаен апартамент Мараша,/mnogostaen-apartament-marasha-10856129,"Мараша, Пловдив",Цена:274 000 €(535 897.42 лв.),Многостаен апартамент в Мараша,110 кв.м,Тухла,1989 г.,2 етаж,Стар монолит с източно-западно изложение две големи тераси като едната усвоена 15.40кв таванска стая и6.70кв мазе за козметика с естествен паркет. Лек коментар при харесване. Като има възможност -заку..,”100ИЛ ИМОТИ” ЕООД,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:13.900541
АТРАКТИВНО! Тристаен нов -Гранда,/atraktivno-tristaen-nov-granda-10512854,"Каменица 1, Пловдив",Цена:227 900 €(445 733.66 лв.),Тристаен апартамент в Каменица 1,100 кв.м,Тухла,2026 г.,3 етаж,"ЕКСКЛУЗИВНО!!! Изключително качествено бутиково строителство с влагане на най-съвременните материали, дограми и фасада, гарантирано завършване в срок на сградата. Имотът се намира на супер атрактивно ..",НД ИМОТКОНСУЛТ,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=16&location_ids=3333&p[413]=1574%2C1575%2C1576&section_ids=292,298,299,305,307,835,318",2026-01-25T18:45:13.904848
