price_text,title,location,description,details_url,photos_text,contact_info,agency_name,agency_url,search_url,scraped_at
429 898 €840 807.41 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","130 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 2008 г., ЕКСКЛУЗИВНА ОФЕРТА!!! 'PETRA Estates 15' продава ЕКСКЛУЗИВНО просторен, топъл и светъл апартамент -  ..., тел.: 0877971670",//www.imot.bg/obiava-1f176642464051946-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 17 снимки,0877971670,ПЕТРА ЕСТЕЙТС 15 ЕООД,//petraestates15.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.947933
549 000 €1 073 750.67 лв.,Продава МЕЗОНЕТ,"град София, Оборище","200 кв.м, 5-ти ет. от 6, ТЕЦ, Въведен в експлоатация 2004 г., ОБЗАВЕДЕН! ОБОРИЩЕ! АКТ 16! МЕЗОНЕТ! МЕТРОСТАНЦИЯ!    Асенов Имоти   Ви предлага готов за живеене и  ..., тел.: 0890120120",//www.imot.bg/obiava-1f176244558894077-prodava-mezonet-grad-sofiya-oborishte,Повече детайлии 14 снимки,0890120120,АСЕНОВ ИМОТИ,//asenovimoti.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.948979
877 790 €1 716 808.02 лв.,Продава МЕЗОНЕТ,"град София, Оборище","230 кв.м, ул. Шипка, 7-ми ет. от 8, ТЕЦ, Въведен в експлоатация 2000 г., ПРОДАВА МЕЗОНЕТ в един от най-хубавите райони на гр. София. РАЗПРЕДЕЛЕНИЕ: ПЪРВИ ЕТАЖ - коридор, бан ..., тел.: 0898420247",//www.imot.bg/obiava-1f176615849303114-prodava-mezonet-grad-sofiya-oborishte-ul-shipka,Повече детайлии 8 снимки,0898420247,АЛОРДА,//alorda.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.950071
1 091 230 €2 134 260.37 лв.,Продава МЕЗОНЕТ,"град София, Яворов","222 кв.м, 4-ти ет. от 5, ТЕЦ, Ще бъде въведен в експлоатация 2026 г., 🔑 ЕКСКЛУЗИВНО ПРЕДЛОЖЕНИЕ ОТ KMV PROPERTY MANAGEMENT  Мезонет с три спални и впечатляваща дн ..., тел.: 0888 268 116",//www.imot.bg/obiava-1f175282964135530-prodava-mezonet-grad-sofiya-yavorov,Повече детайлии 6 снимки,0888 268 116,КМВ ПРОПЪРТИ МЕНИДЖМЪНТ ЕООД,//kmv.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.951132
293 000 €573 058.19 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","120 кв.м, 4-ти ет. от 5, ТЕЦ, 1997 г., Galiano Estates  има удоволствието да Ви представи голям тристаен мезонет за продажба. Имотът се нам ..., тел.: 0895988170",//www.imot.bg/obiava-1f176476455900905-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 4 снимки,0895988170,ГАЛИАНО ЕСТЕЙТС,//galianoestates.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.951935
299 000 €584 793.17 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","100 кв.м, 7-ми ет. от 8, Въведен в експлоатация 2005 г., Реф.   022603  Агенция за недвижими имоти BAS Properties предлага за продажба светъл и просторен мез ..., тел.: 0899 818 212",//www.imot.bg/obiava-1f176518416280865-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 9 снимки,0899 818 212,БАС ПРОПЪРТИС,//basproperties22.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.952738
300 000 €586 749.00 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","100 кв.м, 5-ти ет. от 6, Въведен в експлоатация 2005 г., Продава се мезонет с три спални в кв. Бели Брези, София   на три минути от м.Красно село. Площ: 100  ..., тел.: 0896166717",//www.imot.bg/obiava-1f176125016676159-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 15 снимки,0896166717,ХОУМТЕД,//hometed.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.953552
400 000 €782 332.00 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","213 кв.м, 6-ти ет. от 7, Въведен в експлоатация 2007 г., Мезонет в тухлен блок до метростанция КРАСНО СЕЛО.  Апартаментът е със следното разпределение: Първо ..., тел.: 0889888014",//www.imot.bg/obiava-1f168268700980323-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 16 снимки,0889888014,ДЕЛТА 3 РИЪЛ ЕСТЕЙТ ТМ ООД,//delta3estate.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.954357
400 000 €782 332.00 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","150 кв.м, 7-ми ет. от 8, Въведен в експлоатация 2006 г., Инжталант Ви,  предлага мезонет на две нива и голяма покривна тераса на последния етаж.Мезонетът е р ..., тел.: 0878283673",//www.imot.bg/obiava-1f165315080186413-prodava-mezonet-grad-sofiya-belite-brezi,Повече детайлии 6 снимки,0878283673,ИНЖТАЛАНТ-Г ЕООД,//ingtalant.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.955166
520 000 €1 017 031.60 лв.,Продава МЕЗОНЕТ,"град София, Белите брези","220 кв.м, ул. Проф. д-р Д. Атанасов, 5-ти ет. от 7, Въведен в експлоатация 2007 г., Sofia In /www.sofiain.com/ представя на Вашето внимание:  Мезонет на 5-ти и 6-ти етаж в седем етажна ..., тел.: 0882679633",//www.imot.bg/obiava-1f175629073119590-prodava-mezonet-grad-sofiya-belite-brezi-ul-prof-d-r-d-atanasov,Повече детайлии 14 снимки,0882679633,СОФИЯ ИН,//sofiain.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/mezonet?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T20:21:19.955986
