price_text,title,location,description,details_url,photos_text,contact_info,agency_name,agency_url,search_url,scraped_at
179 000 €350 093.57 лв.,Продава 2-СТАЕН,"град София, Белите брези","56 кв.м, 6-ти ет. от 8, ТЕЦ, Въведен в експлоатация 2000 г., UnitedArts Real Estate предлага на Вашето внимание двустаен апартамент в тухлена сграда на границата ..., тел.: 00359882211412",//www.imot.bg/obiava-1b176881798912490-prodava-dvustaen-apartament-grad-sofiya-belite-brezi,Повече детайлии 13 снимки,00359882211412,ЮНАЙТЕД АРТС-РИЙЛ ЕСТЕЙТ,//unitedartsre.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.480500
238 000 €465 487.54 лв.,Продава 2-СТАЕН,"град София, Белите брези","71 кв.м, ул. Нишава, Въведен в експлоатация 1980 - 1989 г., Продавам голям, непреходен, обзаведен двустаен апартамент в гр. София, кв.'Белите брези', ул.'Нишава ..., тел.: 0878 866 508",//www.imot.bg/obiava-1b176880281449881-prodava-dvustaen-apartament-grad-sofiya-belite-brezi-ul-nishava,Повече детайлии 17 снимки,0878 866 508,БЪЛГАРИЯ РИАЛТИ,//bulgariarealty.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.481460
169 000 €330 535.27 лв.,Продава 2-СТАЕН,"град София, Дианабад","57 кв.м, ТОП ЛОКАЦИЯ! Предлагам класически двустаен апартамент с площ 57 кв.м, разположен на 3-ти етаж от 8 в ..., тел.: 0892509417",//www.imot.bg/obiava-1b176764550483513-prodava-dvustaen-apartament-grad-sofiya-dianabad,Повече детайлии 8 снимки,0892509417,ЯВЛЕНА ЦЕНТРАЛЕН ОФИС,//yavlena.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.482370
325 000 €635 644.75 лв.,Продава 2-СТАЕН,"град София, Дианабад","87 кв.м, 3-ти ет. от 7, ТЕЦ, Въведен в експлоатация 2024 г., Продаваме прекрасен имот, довършен и обзаведен с изключително внимание към детайла.  Жилището почти  ..., тел.: 0885 441 447",//www.imot.bg/obiava-1b176830640087516-prodava-dvustaen-apartament-grad-sofiya-dianabad,Повече детайлии 17 снимки,0885 441 447,УНИВЕРСИ,//universi.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.483291
349 999 €684 538.54 лв.,Продава 2-СТАЕН,"град София, Дианабад","94 кв.м, бул. Д-р Г. М. Димитров, 2-ри ет. от 16, Въведен в експлоатация 2023 г., Продава се обзаведен двустаен апартамент, разположен в сграда 'Хармония' на строителна компания АРТЕ ..., тел.: 0876717719",//www.imot.bg/obiava-1b176235435075328-prodava-dvustaen-apartament-grad-sofiya-dianabad-bul-d-r-g-m-dimitrov,Повече детайлии 17 снимки,0876717719,РЕМАКС СИТИ,//remaxcity.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.484222
309 500 €605 329.39 лв.,Продава 2-СТАЕН,"град София, Докторски паметник","70 кв.м, бул. Янко Сакъзов, 5-ти ет. от 6, ТЕЦ, Ще бъде въведен в експлоатация 2027 г., ✨ Предлагаме луксозен двустаен апартамент с пълно южно изложение и директна гледка към парк   ..., тел.: 0882266226",//www.imot.bg/obiava-1b176353954871876-prodava-dvustaen-apartament-grad-sofiya-doktorski-pametnik-bul-yanko-sakazov,Повече детайлии 5 снимки,0882266226,АЙВИ ХОУМС ЕООД,//ivyhomes.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.485158
325 000 €635 644.75 лв.,Продава 2-СТАЕН,"град София, Докторски паметник","65 кв.м, 3-ти ет. от 5, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., АВГУСТА ИМОТИ предлага на вашето внимание двустаен апартамен в един от най-желаните и престижни райо ..., тел.: 0898574891",//www.imot.bg/obiava-1b176761802113817-prodava-dvustaen-apartament-grad-sofiya-doktorski-pametnik,Повече детайлии 17 снимки,0898574891,АВГУСТА БГ ООД,//avgusta.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.486081
180 000 €352 049.40 лв.,Продава 2-СТАЕН,"град София, Иван Вазов","40 кв.м, ул. Краище, 6-ти ет. от 6, ТЕЦ, Въведен в експлоатация 1970 - 1979 г., New Estates предлага изцяло южен двустаен апартамент с изключителен потенциал! Жилището е подготвено ..., тел.: 0882422993",//www.imot.bg/obiava-1b176475030143183-prodava-dvustaen-apartament-grad-sofiya-ivan-vazov-ul-kraishte,Повече детайли,0882422993,НЮ ЕСТЕЙТС,//newestates.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.486886
289 800 €566 799.53 лв.,Продава 2-СТАЕН,"град София, Иван Вазов","69 кв.м, ул. Михаил Буботинов, 3-ти ет. от 10, ТЕЦ, Въведен в експлоатация, Агенция Явлена продава ексклузивно  просторен и светъл двустаен  апартамент с топ локация   на някол ..., тел.: 0892515615",//www.imot.bg/obiava-1b176785954220907-prodava-dvustaen-apartament-grad-sofiya-ivan-vazov-ul-mihail-bubotinov,Повече детайлии 7 снимки,0892515615,ЯВЛЕНА ИЗТОК,//yavlena_iztok.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.487818
369 000 €721 701.27 лв.,Продава 2-СТАЕН,"град София, Иван Вазов","67 кв.м, 2-ри ет. от 5, ТЕЦ, 2015 г., Функционален двустаен апартамент в изискания кв.Иван Вазов!  Жилището е с:  -тавани с височина 3 мет ..., тел.: 088 21 21 488",//www.imot.bg/obiava-1b176777040512847-prodava-dvustaen-apartament-grad-sofiya-ivan-vazov,Повече детайлии 9 снимки,088 21 21 488,ИМОТЕКА,//imoteka.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.488758
198 900 €389 014.59 лв.,Продава 2-СТАЕН,"град София, Изток","56 кв.м, 3-ти ет. от 4, Въведен в експлоатация 1970 - 1979 г., Агенция CLOUD HOMES предлага за продажба двустаен апартамент в кв. Изток, ул. Чехов Имотът е разполо ..., тел.: 0877530403",//www.imot.bg/obiava-1b176788059700519-prodava-dvustaen-apartament-grad-sofiya-iztok,Повече детайлии 8 снимки,0877530403,КЛАУД ХОУМС,//cloudhomes.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.489693
300 000 €586 749.00 лв.,Продава 2-СТАЕН,"град София, Изток","70 кв.м, 9-ти ет. от 10, Въведен в експлоатация 1980 - 1989 г., Водещ брокер:Милен Иванов- 0877243340  Чудесен двустаен апартамент (перфектен за преустройство в три ..., тел.: 0875364155",//www.imot.bg/obiava-1b176124692646822-prodava-dvustaen-apartament-grad-sofiya-iztok,Повече детайлии 16 снимки,0875364155,ХОУМТЕД,//hometed.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.490619
263 000 €514 383.29 лв.,Продава 2-СТАЕН,"град София, Медицинска академия","60 кв.м, 3-ти ет. от 5, ТЕЦ, Въведен в експлоатация,  ЕКСКЛУЗИВНО от Winners Reality  двустаен апартамент на 20м от Баня Мадара и респективно метростанци ..., тел.: 0894600773",//www.imot.bg/obiava-1b176846947318567-prodava-dvustaen-apartament-grad-sofiya-meditsinska-akademiya,Повече детайлии 8 снимки,0894600773,УИННЪРС РИАЛИТИ ЕООД,//winners_reality.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.491531
210 010 €410 743.86 лв.,Продава 2-СТАЕН,"град София, Оборище","72 кв.м, 3-ти ет. от 13, ТЕЦ, Ще бъде въведен в експлоатация 2027 г., Строително - инвестиционна компания INFINITY PROPERTY има удоволствието да Ви представи бутикова сгр ..., тел.: 070070095",//www.imot.bg/obiava-1b176364082551263-prodava-dvustaen-apartament-grad-sofiya-oborishte,Повече детайлии 5 снимки,070070095,ИНФИНИТИ ПРОПЪРТИ ООД,//infinity.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.492467
215 000 €420 503.45 лв.,Продава 2-СТАЕН,"град София, Оборище","65 кв.м, 7-ми ет. от 8, ТЕЦ, Въведен в експлоатация, 🚶‍♂️ ВИРТУАЛЕН ОГЛЕД НАПРАВEТЕ ТУК: ⬇️ https://my.matterpor ..., тел.: 0899898979",//www.imot.bg/obiava-1b176820336499746-prodava-dvustaen-apartament-grad-sofiya-oborishte,Повече детайлии 16 снимки,0899898979,БИ ПИ СИ,//bps.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.493385
218 240 €426 840.34 лв.,Продава 2-СТАЕН,"град София, Оборище","72 кв.м, 5-ти ет. от 13, Ще бъде въведен в експлоатация 2027 г., Строително - инвестиционна компания INFINITY PROPERTY има удоволствието да Ви представи бутикова сгр ..., тел.: 070070095",//www.imot.bg/obiava-1b174463301372743-prodava-dvustaen-apartament-grad-sofiya-oborishte,Повече детайлии 6 снимки,070070095,ИНФИНИТИ ПРОПЪРТИ ООД,//infinity.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.494308
269 900 €527 878.52 лв.,Продава 2-СТАЕН,"град София, Оборище","56 кв.м, 1-ви ет. от 6, ТЕЦ, Въведен в експлоатация 1960 - 1969 г., Агенция  Хаус Тим ,Ви представя истинско бижу,находящо се на ул. Франсис де Пресансе.Апартамента е н ..., тел.: 0888609076",//www.imot.bg/obiava-1b176423811456188-prodava-dvustaen-apartament-grad-sofiya-oborishte,Повече детайлии 14 снимки,0888609076,ХАУС ТИМ,//houseteam.imot.bg,https://www.imot.bg/obiavi/prodazhbi/grad-sofiya/dianabad/dvustaen?raioni=21~22~23~57~60~63~72~80~81~85~86~120~132~146~147~6101~,2026-01-19T15:58:07.495225
